Date,CSP1 LN Equity,VUSA LN Equity,SWDA LN Equity,IEAC LN Equity,IUSA LN Equity,MSEU LN Equity,IMEU LN Equity,IHYG LN Equity,IEMB LN Equity,IWRD LN Equity,ISF LN Equity,PHAU LN Equity,LQDE LN Equity,IEEM LN Equity,EMIM LN Equity,IHYU LN Equity,GBS LN Equity,IEML LN Equity,ITPS LN Equity,SGLD LN Equity,VUKE LN Equity,SPXS LN Equity,LSPU LN Equity,IWDP LN Equity,UDVD LN Equity,IJPE LN Equity,HSPX LN Equity,IEXF LN Equity,IGLN LN Equity,INAA LN Equity,IJPN LN Equity,IUSE LN Equity,ERNE LN Equity,IBTM LN Equity,IEAG LN Equity,SLXX LN Equity,MINT LN Equity,IGLT LN Equity,IBGX LN Equity,IEUX LN Equity,SJPA LN Equity,EMDD LN Equity,IBTS LN Equity,SPY5 LN Equity,IPRP LN Equity,IFFF LN Equity,CRPH LN Equity,IBGS LN Equity,IS15 LN Equity,MVOL LN Equity,IGLS LN Equity,IUAG LN Equity,SDIG LN Equity,EMBE LN Equity,IBCI LN Equity,IRCP LN Equity,SPMV LN Equity,INXG LN Equity,MIDD LN Equity,VWRD LN Equity,IWVL LN Equity,IEGA LN Equity,SGQX LN Equity,IDP6 LN Equity,MVEU LN Equity,STHY LN Equity,STHE LN Equity,STYC LN Equity,IUKD LN Equity,VDEM LN Equity,JPXU LN Equity,IUKP LN Equity,SGLO LN Equity,VDJP LN Equity,L100 LN Equity,PHAG LN Equity,CORP LN Equity,CRUD LN Equity,IDVY LN Equity,EUN LN Equity,XLFS LN Equity,SPY4 LN Equity,IWDE LN Equity,IITB LN Equity,IUSP LN Equity,SDHY LN Equity,IUFS LN Equity,HYLD LN Equity,XLKS LN Equity,SMTC LN Equity,IEBB LN Equity,IMIB LN Equity,FXC LN Equity,EMMV LN Equity,GLTS LN Equity,IJPD LN Equity,XGLD LN Equity,COMF LN Equity,SBIO LN Equity,IEVL LN Equity,LTAM LN Equity,HDLV LN Equity,MLPD LN Equity,MLPS LN Equity,ISXF LN Equity,IKOR LN Equity,R2US LN Equity,SGBS LN Equity,IAUP LN Equity,AIGC LN Equity,GCVB LN Equity,ACWD LN Equity,IJPH LN Equity,PHPT LN Equity,OILB LN Equity,SXLE LN Equity,IESP LN Equity,VMID LN Equity,VERX LN Equity,IEGY LN Equity,WFIN LN Equity,UKCO LN Equity,ERNS LN Equity,IOGP LN Equity,TRSY LN Equity,EMAD LN Equity,PHPD LN Equity,AIGA LN Equity,IGUS LN Equity,AIGI LN Equity,FTAL LN Equity,SXLF LN Equity,XLIS LN Equity,COPA LN Equity,IFSE LN Equity,IDTL LN Equity,XLES LN Equity,XLVS LN Equity,3OIL LN Equity,IGWD LN Equity,VGOV LN Equity,GLTY LN Equity,HPRO LN Equity,GDX LN Equity,LOIL LN Equity,GILS LN Equity,AIGE LN Equity,GBSP LN Equity,HEDJ LN Equity,DEL2 LN Equity,GIL5 LN Equity,XCT9 LN Equity,GLTL LN Equity,SUK2 LN Equity,SOIL LN Equity,UK3S LN Equity,LUK2 LN Equity,Unnamed: 314,SPAL LN Equity
2017/5/24 11:00,17610,35.155,3745,129.62,1842.75,129.92,2120.5,108.44,113.16,3140,749.7,121.24,115.92,3009.5,1989.5,105.01,119.58,66.47,156.91,123.06,33.63,418.14,24.695,1954.5,47.87,45.04,1859.9,116.55,24.805,3493,1029,54.58,100.42,151.4,121.85,147.93,101.58,13.35,146.23,2817.5,2907,73.9,102,240.7,3486,3952,105.71,124.85,107.55,40.48,134.17,104.63,101.54,101.94,176.01,97.75,45.7,18.495,1936,77.9,28.15,122.01,12509,55.99,41.94,103.08,94.14,111.91,969,55.26,112.38,609.5,82.15,28.21,985.7,16.37,97.74,7.52,2023,2854.5,161.32,49.38,46.81,156.77,2169,94.43,6.04,98.55,134.17,1018.79,5.12,1116.5,8910,26.845,51.33,31.92,122.68,13.415,31.09,5.865,1288,31.06,64.44,86.96,130.32,3517.75,36.5,121.58,9.5,8.397,34.58,114.46,53.1,89.84,21.635,19.145,161.42,31.8,26.16,155.15,36.59,62.35,100.34,15.445,106.63,58.88,72.77,4.918,5584,10.895,48.64,24.325,333.4,24.81,5.7675,4.673,340.57,331.39,0.836,4835,23.34,58.28,1787.5,23.82,39.75,14218,3.562,772.75,17.89,316.86,98.71,30.77,66.47,904.75,87.47,315,30191,2017/5/25 9:30,74.48
2017/5/31 11:00,17933,35.875,3803,129.55,1879,131.78,2148.5,108.25,112.37,3186,750.9,121.48,115,3053.75,2017.5,104.88,119.8,65.46,157.78,123.35,33.75,420.49,24.7325,1965,48.44,45.07,1889.585,116.68,24.875,3552,1043,54.93,100.42,153.53,122.1,147.79,101.58,13.295,147.82,2854.5,2955,76.04,103.06,241.51,3545,3978,106.27,125.98,107.55,41.04,134.16,104.78,101.78,102.61,178.02,97.65,46.36,18.42,1910,78.07,28.3,122.07,12643,55.64,42.21,102.04,94.4,111.43,969.25,55.34,112.68,599.25,83.06,28.95,992.5,16.425,98.55,7.2475,2052.5,2873.5,160.8,49.76,46.92,155.46,2202,95.05,6.0475,99.62,136.08,1018.79,5.12,1107.7,9000,26.675,51.27,32.16,123.91,13.49,31.23,5.895,1284.5,31.35,63.78,84.12,130.89,3502.25,37.61,122.8,9.62,8.28,34.58,115.69,53.44,89.78,20.895,18.5825,161.46,31.33,26.54,155.09,36.45,61.41,100.34,15.635,107.08,59.6,77.42,4.939,5675,10.79,48.66,24.0625,338.75,24.645,5.7525,4.745,329.51,335.34,0.705,4884,23.21,57.98,1834,23.67,35.27,14218,3.394,788,17.995,319.46,98.61,31.02,66.13,894.5,92.2,309.9,30495,2017/6/1 10:05,79.72
2017/6/7 11:00,17941,35.83,3800,130.07,1879,130.9,2120,108.4,112.39,3195,749.7,124.16,115.53,3051,2017,105.05,122.42,66.4,158.56,126.35,33.735,423.82,24.945,2024,48.15,45.66,1897.645,117.04,25.4825,3560,1066.5,55.34,100.42,153.72,121.38,145.67,101.58,13.31,147.14,2837.5,3014,74.38,102.53,244.01,3613,4019,106.27,125.47,107.55,40.81,134.21,104.42,101.78,103.02,176.79,97.65,45.9,18.295,1901,76.95,28.04,122.18,12429,57.24,42.03,102.3,94.4,112.05,951.5,54.86,111.9,614,82.77,28.83,990.2,16.795,99.29,6.9225,2058.5,2848.5,160.3,49.83,47.21,155.08,2245,95.37,6.2625,100.99,132.14,1018.79,5.12,1103,9079,26.95,51.23,32.3,126.58,13.31,34.12,5.8375,1289.5,31.37,62.56,81.88,128.04,3490.25,37.99,125.26,9.245,8.279,34.58,115.74,53.11,90.92,20.54,18.4225,161.68,31.29,26.34,156,37.81,60.98,100.34,15.08,107.14,59.14,80.53,4.967,5681,10.665,48.81,24.5075,337.13,24.525,5.7175,4.714,325.92,338.17,0.659,4871,23.275,58.35,1835.5,23.7,33.89,14218,3.295,771,17.97,318.79,98.3,33.03,66.31,894,97.63,310,30516,2017/6/8 10:30,82.57
2017/6/14 11:00,18284,36.51,3862,129.95,1911.75,131.44,2129,108.72,113.6,3247,752.1,121.44,116.91,3095,2050.5,105.67,119.75,64.94,157.67,123.37,33.66,425.87,24.995,2017,48.69,45.23,1929.8875,117.23,24.8225,3626,1076,55.58,100.42,155.47,120.29,145.29,101.58,13.2975,149.87,2879.5,3042,74.19,103.58,244.79,3569,4011,106.09,127.58,107.55,40.96,133.67,104.06,101.78,103.02,180.3,97.65,46.47,18.125,1895.5,77.11,28.37,123.01,12576,56.81,41.82,102.79,94.4,112.42,940.75,55.06,113.81,606,84.61,28.67,990.7,16.05,99.5,6.7475,2086,2875.5,167.05,50.03,46.96,156.35,2260.5,95.37,6.29,99.9,133.02,1018.79,5.12,1127.8,8897,27.1,51.38,31.94,124.08,0,33.3,5.78,1284,30.95,58.06,79.23,128.46,3495.5,37.87,122.89,9.5325,8.181,34.58,114.9,53.11,87.99,19.53,18.625,161.61,30.78,26.25,156.04,37.47,61.62,100.34,15.62,107.29,59.5,80.77,4.93,5675,10.62,48.39,25.1075,342.53,24.97,5.6375,4.73,330.11,348.68,0.578,4866,23.225,58.08,1798,22.85,30.88,14218,3.188,756.25,18.115,326.25,98.42,31.13,65.61,891.75,99.52,317.9,30525,2017/6/15 13:55,83.08
2017/6/21 11:00,18397,36.81,3853,130.25,1920.25,131.33,2144,108.72,113.66,3227,742.5,119.67,116.67,3066.5,2048,106.11,118.02,65.29,159.24,121.41,33.685,424.61,25.02,1980.5,48.06,44.82,1941.2625,117.45,24.525,3609,1079,55.5,100.42,157.29,119.95,146.29,101.58,13.3275,149.67,2814.5,3053,74.94,104.1,241.77,3515,4096,106.41,127.16,107.55,40.82,133.46,104.76,101.78,103.02,180.77,97.65,46.13,18.06,1855,77.02,28.2,123.54,12459,56.97,41.93,102.79,94.4,112.42,935.5,55.16,114.74,595.25,84.76,28.66,985.1,15.78,99.75,6.3325,1981.5,2877.5,167.16,49.64,47.17,157.87,2231.5,95.37,6.2025,100.45,134.64,1018.79,5.12,1108.2,8985,26.865,51.32,32.55,122.09,13.3,32.86,5.7825,1288.5,30.58,60.76,78.38,127.28,3559.5,37.72,120.93,9.195,8.013,34.58,115.25,54.13,87.89,19.535,18.24,162.98,30.94,25.97,155.01,37.83,60.81,100.34,15.165,106.64,60.52,84.51,4.83,5694,10.92,47.83,24.9,339.94,24.665,5.63,4.781,322.7,347.68,0.479,4857,23.19,58.16,1757,23.15,27.37,14218,3.076,763.75,17.82,323.81,96.55,32.86,66.64,911.25,104.04,322.6,29804,2017/6/22 15:15,86.69
2017/6/28 11:00,18059,35.81,3808,130.29,1877,127.56,2138,108.72,113.14,3184,734.2,120.25,116.16,3056.75,2022,105.91,118.55,65.69,154.37,122.09,32.955,422.64,24.9725,1939.5,48.08,46.43,1904.5074,117.04,24.61,3565,1055,55.26,100.42,153.75,120.38,147.01,101.58,13.03,148.98,2791,2975,76.19,103.12,244.75,3471,4011,106.89,126.74,107.55,40.31,133.56,104.65,101.78,103.02,179.53,97.65,45.88,17.815,1847,78.57,28.77,121.94,12232,57.11,40.85,102.79,94.4,112.42,914.5,55.2,114.23,587.25,82.7,28.45,979.5,15.99,100.23,6.3975,1972,2857,167.77,49.98,47.38,155.22,2148.5,95.37,6.455,101.37,129.48,1018.79,5.12,1117.9,8836,27.26,51.34,32.66,122.61,13.49,33.97,5.7275,1282,30.57,62.95,83.75,127.46,3461.25,38.2,121.46,8.8025,8.371,34.58,115,54.05,87.63,20.835,18.4375,161.29,31.1,25.43,153.91,38.67,61.29,100.34,15.825,106.25,60.1,79.59,5.13,5640,11.08,47.8,25.53,340.79,25.45,5.76,4.662,327.77,345.1,0.495,4843,22.71,57.07,1751.5,22.595,28.24,14218,3.137,743.5,17.15,315.83,96.62,32.94,64.59,911.75,98.89,319,29667,2017/6/29 16:05,83.09
2017/7/5 11:00,17939,35.69,3788,130.1,1872.5,127.55,2110,108.72,114,3156,728.5,117.66,116.53,3039,2012.5,105.06,115.99,65.7,155.24,119.66,32.72,423.86,24.925,1940,47.89,46.07,1894.9,117.04,24.1225,3545,1041.5,55.29,100.42,151.51,121.15,147.5,101.58,13.005,148.34,2763,2956,76.19,102.36,242.88,3434,3958,106.89,126.64,107.55,40.54,133.41,104.84,101.78,103.02,177.6,97.65,45.54,17.5,1875.5,79.36,28.91,120.77,12140,56.63,40.65,102.79,94.4,112.42,912.25,54.89,114.77,607.25,81.8,28.07,970.3,15.235,100.5,6.84,1952,2818.5,171.51,49.49,46.96,154.21,2174,95.37,6.415,99.13,132.36,1018.79,5.12,1112.8,8808,27.895,51.46,32.54,119.45,13.505,33.77,5.7425,1327.5,30.96,62.5,83.01,127.41,3474.75,37.6,118.32,9.2675,8.292,34.58,114.5,54.03,85.81,19.6,18.4975,159.52,31.32,25.75,153.82,38.96,61.33,100.34,16.175,106.94,60.31,79,5.2775,5659,11.01,47.92,25.7975,341.74,25.68,5.625,4.605,321.58,348.18,0.587,4802,22.655,56.65,1781.5,22.04,31.31,14218,3.228,742.5,17.095,306.49,96.79,34.42,63.45,933.5,96.53,328.9,29095,2017/7/7 8:40,81.34
2017/7/12 11:00,18051,35.865,3823,130.1,1880,129.18,2141.5,108.72,115.36,3181,722.8,116.38,117.16,3109.5,2076.5,105.63,114.66,65.44,154,118.36,32.55,424.02,25.1175,1975,48.09,46.35,1904.3325,117.04,23.83,3564,1042,55.57,100.42,152.16,120.99,147.49,101.58,13.025,149.1,2816,2977,76.19,102.91,244.94,3479,4088,106.89,127.64,107.55,40.94,133.49,105.08,101.78,103.02,179.66,97.65,45.9,17.335,1898,79.47,29.19,120.79,12083,57.41,41.15,102.79,94.4,112.42,906.25,57.08,115.09,604.75,81.92,28.49,965.5,15.17,100.5,6.4075,1995,2860,170.77,50.15,47.35,153.98,2191,95.37,6.3775,99.13,136.11,1018.79,5.12,1150.5,9185,28.08,51.22,32.77,119.29,13.745,33.7,5.86,1369.5,30.7,63.66,84.77,128.78,3588.75,38.22,118.94,9.1825,8.366,34.58,116.94,54.3,87.23,20.415,18.4425,159.91,31.68,25.86,154.74,38.91,61.38,100.34,15.93,106.59,62.55,81.56,5.1625,5734,11.13,48.11,25.8025,345,25.65,5.65,4.669,328.23,353.76,0.555,4881,22.84,56.88,1774.5,22.96,30.16,14218,3.202,752.75,17.2,315.59,96.88,34.33,63.68,919.5,96.52,322.2,29400,2017/7/14 9:20,83.64
2017/7/19 11:00,18055,35.89,3860,130.1,1882.5,127.94,2154,108.72,115.61,3177,732.4,118.76,117.23,3178.5,2110.5,105.92,117.12,65.92,155.05,120.92,32.785,430.08,25.1675,1966,48.41,46.36,1902.2025,117.04,24.3675,3565,1043,56.27,100.42,151.29,121.21,148.26,101.58,13.1525,149.49,2807,2985,76.19,101.7,247.86,3520,4151,106.89,127.85,107.55,38.57,133.57,105.3,101.78,103.02,180.75,97.65,46.2,17.385,1908.5,78.5,28.75,121.03,12117,57.93,40.5,102.79,94.4,112.42,912,57.58,114.58,606,82.46,28.78,979.8,15.4,100.5,6.775,2001,2851.5,170.66,50.73,47.72,156.1,2159.5,95.37,6.39,99.13,137,1018.79,5.12,1148.7,9318,27.965,51.05,32.64,121.43,13.785,32.86,5.7075,1367.5,31,62.92,83.33,128.94,3632,38.78,120.74,9.6,8.377,34.58,117.68,54.13,88.07,20.58,18.8825,161.97,31.68,25.82,154.63,39.26,61.38,100.34,15.51,106.14,62.96,80.22,5.0075,5765,11.185,48.49,25.56,342.15,26.18,5.5575,4.635,331.3,350.23,0.571,4890,22.84,56.51,1770,22.765,31.09,14218,3.263,767.5,17.21,310.59,96.91,32.86,64.38,920.25,93.81,315.1,29392,2017/7/21 10:55,82.84
2017/7/26 11:00,18183,36.135,3834,130.1,1896.5,127.49,2149,108.72,115.61,3202,736,120.45,115.96,3178.5,2107.5,105.92,118.82,66.65,152.62,122.2,32.995,432.98,25.1575,1986,48.54,46.32,1900.075,117.04,24.6175,3586,1044.5,56.33,100.42,150.68,121.53,148.35,101.58,13.1,151.14,2811,2981,76.19,101.49,248.41,3548,4174,106.89,128.92,107.55,41.48,133.75,105.51,101.78,103.02,181.84,97.65,46.46,17.605,1879,78.41,28.62,121.12,12207,57.52,40.47,102.79,94.4,112.42,919.5,58.2,115.84,596,81.73,29.31,982.6,15.955,100.5,6.8125,2005,2857.5,171.9,49.87,47.72,155.99,2150.5,95.37,6.535,99.13,136.96,1018.79,5.12,1165.2,9330,27.38,51.05,32.79,122.13,13.69,32.86,5.7125,1360,30.71,62.5,83.46,129.44,3515.5,37.72,121.1,9.45,8.495,34.58,117.98,54.43,87.56,22.055,18.76,160.83,31.37,25.76,155.18,39.84,61.38,100.34,14.875,106.15,62.57,84.61,4.984,5773,11.64,49.06,25.675,338.97,27.32,5.585,4.668,339.07,347.69,0.64,4900,22.89,57.03,1780,23.56,33.15,14218,3.293,769.25,16.965,297.77,97.01,33.05,64.61,898.5,90.51,316,30047,2017/7/28 11:10,85.71
2017/8/2 11:00,17885,35.585,3794,130.1,1864.25,128.73,2135.5,108.72,115.61,3165,734.7,121.84,115.96,3156.5,2085.5,105.92,120.12,67.3,155.25,123.79,32.895,432.9,25.1175,1948.5,48.46,46.7,1872.035,117.04,24.945,3532,1043.5,56.16,100.42,149.27,120.94,147.27,101.58,13.195,151.62,2799,2977,76.19,100.2,247.68,3551,4134,106.89,129.36,107.55,41.2,133.64,105.89,101.78,103.02,186.28,97.65,46.56,17.42,1886,78.77,28.69,122.16,12329,56.24,40.69,102.79,94.4,112.42,921.75,57.93,113.27,601,82.15,29.29,981.7,15.645,100.5,7.31,2008.5,2819,173.53,49.23,47.53,156.9,2167.5,95.37,6.4625,99.13,137.58,1018.79,5.12,1169.5,9472,27.69,51.05,33.1,124.02,13.7,35.31,5.78,1383,30.71,59.55,81.25,130,3508,37.26,123,9.4675,8.4,34.58,118.66,54.79,89.7,21.79,18.78,161.82,31.27,26.43,155.21,39.34,61.38,100.34,15.055,106.67,61.19,84.44,4.35,5757,11.625,48.56,26.2325,341.24,27.52,5.5075,4.726,331.81,344.91,0.4,4921,22,57.54,1776.5,23.09,33.9,14218,3.326,781.75,16.71,289.96,97,33.03,64.53,918.75,88.95,321.5,29378,2017/8/4 12:00,86.42
2017/8/9 11:00,18109,36.05,3855,130.1,1891,127.94,2159.5,108.72,115.61,3201,746.3,120.89,115.96,3201,2099,105.92,119.16,67.3,156.6,123.12,33.46,431.28,24.755,1963,47.84,45.07,1896.23,117.04,24.8175,3584,1058,56,100.42,152.61,120.94,147.27,101.58,13.2575,153.19,2834.5,3030,76.19,102.13,247.27,3565,4062,106.89,129.95,107.55,41.23,133.89,105.34,101.78,103.02,186.29,97.65,46.57,17.945,1875.5,79.76,29.18,122.49,12236,55.35,40.3,102.79,94.4,112.42,911.25,58.18,112.21,590,83.35,28.93,997.8,16.25,100.5,7.1925,2066.5,2870,172.26,49.2,40,156.59,2159,95.37,6.3275,99.13,139.3,1018.79,5.12,1200.7,9329,28.15,51.05,32.59,124.09,13.595,35.55,5.6025,1418,30.93,56.91,78.63,126.96,3452.75,36.48,123.67,9.7375,8.364,34.58,116.6,54.15,92.66,18,18.29,162.15,31.5,26.33,155.13,38.76,61.38,100.34,15.205,107.21,62.18,85.09,4.742,5760,11.9,48.25,25.74,340.87,28.24,5.6125,4.713,324.19,346.13,0.679,4866,23.11,57.55,1787,23.29,34.37,14218,3.339,785,16.84,289.31,96.26,34.62,65.72,895,89.92,308.6,30086,2017/8/11 13:20,87.76
2017/8/16 11:00,18346,36.53,3879,130.1,1911,127.22,2148,108.72,115.61,3234,734.3,123.27,115.96,3227.75,2135,105.92,121.51,67.3,158.09,124.45,33.01,432.11,25.095,1965,47.74,45.26,1920.08,117.04,25.09,3621,1067,55.97,100.42,153.63,120.94,147.27,101.58,13.2775,154.29,2865.5,3038,76.19,103.09,247.35,3626,4155,106.89,131.5,107.55,41.45,133.86,105.34,101.78,103.02,184.89,97.65,46.04,17.915,1886.5,80.46,29.45,122.31,12159,54.82,40,102.79,94.4,112.42,908,59.02,112.27,596,84.02,28.85,982.7,16.215,100.5,6.8975,2045,2846.5,170.63,48.46,47.46,156.71,2178.5,95.37,6.35,99.13,137.72,1018.79,5.12,1214.2,9499,28.1,51.05,32.16,124.39,13.7,35.38,5.6375,1454.5,31.24,57.71,75.31,126.96,3512.75,37.22,123.42,10.57,8.398,34.58,116.49,53.46,91.76,21.515,17.6475,162.19,31.07,26.34,155.7,38.71,61.38,100.34,15.255,107.21,64.11,88.59,4.35,5705,12.36,48.72,25.3825,337.14,27.85,5.725,4.772,314.3,351.14,0.588,4826,23.305,58.07,1772,23.975,32.58,14218,3.289,780,16.72,294.07,96.26,34.38,65.23,898,93.78,310.3,30000,2017/8/18 14:25,90.56
2017/8/23 11:00,18299,36.365,3880,130.1,1909,126.09,2153.5,108.72,115.61,3232,730.7,123.89,115.96,3277.25,2184.5,105.92,122.24,67.3,157.55,125.47,32.94,428.87,25.095,1984.5,47.72,45.31,1913.9825,117.04,25.27,3607,1063.5,55.63,100.42,155.44,120.94,147.27,101.58,13.3575,156.01,2866,3050,76.19,90.06,244.86,3635,4302,106.89,132.89,107.55,41.55,133.42,105.34,101.78,103.02,189.59,97.65,45.97,18.115,1886,80.46,29.45,122.05,12173,56.06,39.98,102.79,94.4,112.42,910.5,59.84,112.22,601.5,84.93,28.8,982.7,16.105,100.5,6.9225,2061.5,2845,170.18,49.31,47.05,155.86,2146,95.37,6.23,99.13,140.35,1018.79,5.12,1208.9,9767,28.4,51.05,32.37,126.25,13.98,35.38,5.545,1452,31.59,60.09,77.29,126.96,3482.75,37.4,125.1,10.44,8.425,34.58,117.11,53.77,93,21.365,17.85,161.37,31.07,26.23,155.33,37.93,61.38,100.34,16.125,107.21,63.7,89.19,4.662,5740,12.64,48.25,25.2075,338.99,28.5,5.725,4.764,316.23,358.83,0.604,4811,23.305,57.96,1742,25.34,31.94,14218,3.291,807.75,16.85,293.96,96.26,34.38,65.39,905.5,92.39,312.8,29621,2017/8/29 8:05,91.73
